tile_id,row,col,xmin,ymin,xmax,ymax,valid_frac,features_path,label_path,background_px,rock_px,shallow_rock_px,sand_px
polygon4_r004_c005,4,5,685940.0,3636856.0,686068.0,3636984.0,0.8981,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r004_c005.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r004_c005.tif,1717,6778,3185,4704
polygon4_r004_c006,4,6,686004.0,3636856.0,686132.0,3636984.0,0.9799,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r004_c006.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r004_c006.tif,342,8497,5982,1563
polygon4_r004_c007,4,7,686068.0,3636856.0,686196.0,3636984.0,0.8215,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r004_c007.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r004_c007.tif,2973,3601,8218,1592
polygon4_r004_c008,4,8,686132.0,3636856.0,686260.0,3636984.0,0.5186,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r004_c008.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r004_c008.tif,8029,339,5272,2744
polygon4_r005_c006,5,6,686004.0,3636792.0,686132.0,3636920.0,0.7761,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r005_c006.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r005_c006.tif,3798,5880,3947,2759
polygon4_r005_c007,5,7,686068.0,3636792.0,686196.0,3636920.0,0.9646,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r005_c007.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r005_c007.tif,862,3569,7688,4265
polygon4_r005_c008,5,8,686132.0,3636792.0,686260.0,3636920.0,0.9279,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r005_c008.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r005_c008.tif,1602,464,6234,8084
polygon4_r005_c009,5,9,686196.0,3636792.0,686324.0,3636920.0,0.6936,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r005_c009.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r005_c009.tif,5602,0,2762,8020
polygon4_r006_c007,6,7,686068.0,3636728.0,686196.0,3636856.0,0.6102,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r006_c007.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r006_c007.tif,6632,399,2934,6419
polygon4_r006_c008,6,8,686132.0,3636728.0,686260.0,3636856.0,0.883,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r006_c008.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r006_c008.tif,2203,125,1515,12541
polygon4_r006_c009,6,9,686196.0,3636728.0,686324.0,3636856.0,0.9836,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r006_c009.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r006_c009.tif,749,0,1532,14103
polygon4_r006_c010,6,10,686260.0,3636728.0,686388.0,3636856.0,0.8403,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r006_c010.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r006_c010.tif,3206,105,2423,10650
polygon4_r007_c009,7,9,686196.0,3636664.0,686324.0,3636792.0,0.7541,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r007_c009.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r007_c009.tif,4055,0,0,12329
polygon4_r007_c010,7,10,686260.0,3636664.0,686388.0,3636792.0,0.9495,outputs/polygon4/t128m_o50pct_r1m/tiles/features/polygon4_r007_c010.tif,outputs/polygon4/t128m_o50pct_r1m/tiles/labels/polygon4_r007_c010.tif,1080,105,715,14484
