tile_id,row,col,xmin,ymin,xmax,ymax,valid_frac,features_path,label_path,background_px,rock_px,shallow_rock_px,sand_px
polygon1_r005_c012,5,12,688138.0,3637422.0,688266.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c012.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c012.tif,124,3947,2958,9355
polygon1_r005_c013,5,13,688202.0,3637422.0,688330.0,3637550.0,0.9384,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c013.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c013.tif,1339,10071,0,4974
polygon1_r005_c014,5,14,688266.0,3637422.0,688394.0,3637550.0,0.7168,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c014.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c014.tif,5080,11011,0,293
polygon1_r006_c002,6,2,687498.0,3637358.0,687626.0,3637486.0,0.7722,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c002.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c002.tif,3754,0,8791,3839
polygon1_r006_c003,6,3,687562.0,3637358.0,687690.0,3637486.0,0.9999,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c003.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c003.tif,33,0,15564,787
polygon1_r006_c004,6,4,687626.0,3637358.0,687754.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c004.tif,0,0,16384,0
polygon1_r006_c005,6,5,687690.0,3637358.0,687818.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c005.tif,307,0,16077,0
polygon1_r006_c006,6,6,687754.0,3637358.0,687882.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c006.tif,799,0,15585,0
polygon1_r006_c007,6,7,687818.0,3637358.0,687946.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c007.tif,492,0,15892,0
polygon1_r006_c008,6,8,687882.0,3637358.0,688010.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c008.tif,0,0,16348,36
polygon1_r006_c009,6,9,687946.0,3637358.0,688074.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c009.tif,24,248,12782,3330
polygon1_r006_c010,6,10,688010.0,3637358.0,688138.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c010.tif,114,2976,6321,6973
polygon1_r006_c011,6,11,688074.0,3637358.0,688202.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c011.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c011.tif,188,6939,1726,7531
polygon1_r006_c012,6,12,688138.0,3637358.0,688266.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c012.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c012.tif,144,11401,31,4808
polygon1_r006_c013,6,13,688202.0,3637358.0,688330.0,3637486.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c013.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c013.tif,46,15382,0,956
polygon1_r006_c014,6,14,688266.0,3637358.0,688394.0,3637486.0,0.9916,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c014.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c014.tif,221,16163,0,0
polygon1_r006_c015,6,15,688330.0,3637358.0,688458.0,3637486.0,0.8589,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c015.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c015.tif,2824,12196,0,1364
polygon1_r006_c016,6,16,688394.0,3637358.0,688522.0,3637486.0,0.5734,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r006_c016.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r006_c016.tif,7848,4465,37,4034
polygon1_r007_c001,7,1,687434.0,3637294.0,687562.0,3637422.0,0.5626,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c001.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c001.tif,7141,0,5068,4175
polygon1_r007_c002,7,2,687498.0,3637294.0,687626.0,3637422.0,0.9562,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c002.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c002.tif,714,0,13152,2518
polygon1_r007_c003,7,3,687562.0,3637294.0,687690.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c003.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c003.tif,0,0,16384,0
polygon1_r007_c004,7,4,687626.0,3637294.0,687754.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c004.tif,0,0,16384,0
polygon1_r007_c005,7,5,687690.0,3637294.0,687818.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c005.tif,86,0,16298,0
polygon1_r007_c006,7,6,687754.0,3637294.0,687882.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c006.tif,86,0,16298,0
polygon1_r007_c007,7,7,687818.0,3637294.0,687946.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c007.tif,61,0,15511,812
polygon1_r007_c008,7,8,687882.0,3637294.0,688010.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c008.tif,61,0,12434,3889
polygon1_r007_c009,7,9,687946.0,3637294.0,688074.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c009.tif,44,351,5874,10115
polygon1_r007_c010,7,10,688010.0,3637294.0,688138.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c010.tif,142,3818,759,11665
polygon1_r007_c011,7,11,688074.0,3637294.0,688202.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c011.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c011.tif,189,11209,0,4986
polygon1_r007_c012,7,12,688138.0,3637294.0,688266.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c012.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c012.tif,91,15934,0,359
polygon1_r007_c013,7,13,688202.0,3637294.0,688330.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c013.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c013.tif,0,16384,0,0
polygon1_r007_c014,7,14,688266.0,3637294.0,688394.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c014.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c014.tif,119,15743,522,0
polygon1_r007_c015,7,15,688330.0,3637294.0,688458.0,3637422.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c015.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c015.tif,455,10293,3979,1657
polygon1_r007_c016,7,16,688394.0,3637294.0,688522.0,3637422.0,0.9519,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c016.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c016.tif,1527,3977,5913,4967
polygon1_r007_c017,7,17,688458.0,3637294.0,688586.0,3637422.0,0.7469,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r007_c017.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r007_c017.tif,4858,5459,2456,3611
polygon1_r008_c001,8,1,687434.0,3637230.0,687562.0,3637358.0,0.8334,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c001.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c001.tif,2705,0,9592,4087
polygon1_r008_c002,8,2,687498.0,3637230.0,687626.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c002.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c002.tif,0,0,15845,539
polygon1_r008_c003,8,3,687562.0,3637230.0,687690.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c003.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c003.tif,0,0,16384,0
polygon1_r008_c004,8,4,687626.0,3637230.0,687754.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c004.tif,0,0,16384,0
polygon1_r008_c005,8,5,687690.0,3637230.0,687818.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c005.tif,0,0,16384,0
polygon1_r008_c006,8,6,687754.0,3637230.0,687882.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c006.tif,93,0,15660,631
polygon1_r008_c007,8,7,687818.0,3637230.0,687946.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c007.tif,178,0,10930,5276
polygon1_r008_c008,8,8,687882.0,3637230.0,688010.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c008.tif,87,0,4531,11766
polygon1_r008_c009,8,9,687946.0,3637230.0,688074.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c009.tif,24,103,1069,15188
polygon1_r008_c010,8,10,688010.0,3637230.0,688138.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c010.tif,50,3338,0,12996
polygon1_r008_c011,8,11,688074.0,3637230.0,688202.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c011.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c011.tif,34,11409,0,4941
polygon1_r008_c012,8,12,688138.0,3637230.0,688266.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c012.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c012.tif,6,16366,0,12
polygon1_r008_c013,8,13,688202.0,3637230.0,688330.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c013.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c013.tif,0,16384,0,0
polygon1_r008_c014,8,14,688266.0,3637230.0,688394.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c014.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c014.tif,382,12497,3505,0
polygon1_r008_c015,8,15,688330.0,3637230.0,688458.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c015.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c015.tif,490,4543,11057,294
polygon1_r008_c016,8,16,688394.0,3637230.0,688522.0,3637358.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c016.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c016.tif,108,3455,11409,1412
polygon1_r008_c017,8,17,688458.0,3637230.0,688586.0,3637358.0,0.9774,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r008_c017.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r008_c017.tif,412,10975,3857,1140
polygon1_r009_c000,9,0,687370.0,3637166.0,687498.0,3637294.0,0.637,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c000.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c000.tif,5919,0,5635,4830
polygon1_r009_c001,9,1,687434.0,3637166.0,687562.0,3637294.0,0.9804,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c001.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c001.tif,314,0,13820,2250
polygon1_r009_c002,9,2,687498.0,3637166.0,687626.0,3637294.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c002.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c002.tif,0,0,16384,0
polygon1_r009_c003,9,3,687562.0,3637166.0,687690.0,3637294.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c003.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c003.tif,0,0,16384,0
polygon1_r009_c004,9,4,687626.0,3637166.0,687754.0,3637294.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c004.tif,0,0,16384,0
polygon1_r009_c005,9,5,687690.0,3637166.0,687818.0,3637294.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c005.tif,0,0,16384,0
polygon1_r009_c006,9,6,687754.0,3637166.0,687882.0,3637294.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c006.tif,145,0,14102,2137
polygon1_r009_c007,9,7,687818.0,3637166.0,687946.0,3637294.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r009_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r009_c007.tif,208,0,9032,7144
